,id,start_date,end_date,created_on,latitud,longitud,place_l2,place_l3,place_l4,place_l5,place_l6,operation,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price,property_currency,property_title
452888,xjMsVET3m1QXcIkCSRKzWQ==,2021-12-16,2022-02-09,2021-12-16,-34.5848353349,-58.4551620483,Capital Federal,Chacarita,,,,Venta,Departamento,3.0,2.0,67.0,59.0,119700.0,USD,VENTA DEPARTAMENTO 3 AMBIENTES CHACARITA
385353,SQvz3G6x47stj1YOlJ1qOw==,2021-02-10,2021-04-05,2021-02-10,-34.6217617,-58.4244557,Capital Federal,Boedo,,,,Venta,Departamento,3.0,2.0,72.0,69.0,215000.0,USD,3 amb con 2 baños 72mts2 totales
295266,4M9X74yGv4xsmsGSYSc+FA==,2021-07-23,2022-08-01,2021-07-23,-34.6005335,-58.4236984,Capital Federal,Almagro,,,,Venta,Departamento,1.0,,30.0,28.0,69900.0,USD,GUARDIA VIEJA 4200- MONOAMBIENTE CON BALCÓN
67414,+HlV/5oVwOTyOfBZ9NhQ7w==,2021-08-02,2022-01-07,2021-08-02,-34.5665378,-58.4320855,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,100.0,,335000.0,USD,Piso sobre Av. del Libertador vista al Hipódromo
54067,YYssVPu8f+IJi0ip5+VMNw==,2021-09-22,2022-03-09,2021-09-22,-34.6176605,-58.362977,Capital Federal,Puerto Madero,,,,Venta,Departamento,2.0,1.0,68.0,55.0,380000.0,USD,EXCELENTE SUITE EN VENTA EN SLS SUITS- 2 AMB  C/ COCHERA Y EXECENTE ILUMINACION
303109,ouWUZUCSTQBkSyHXUqaSwA==,2021-08-26,2021-08-27,2021-08-26,-34.6207114,-58.3728608,Capital Federal,San Telmo,,,,Venta,Departamento,2.0,1.0,44.0,40.0,69000.0,USD,DEPARTAMENTO VENTA SAN TELMO DOS AMBIENTES 44m2
306333,IIkq7U1EvIB6QaMSoLF38A==,2021-03-04,2021-06-05,2021-03-04,-34.5680808,-58.4686693,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,66.0,66.0,188000.0,USD,Departamento - Belgrano R
68074,7tkqEb4ywvM0CMES0L0XrQ==,2021-03-27,2021-03-28,2021-03-27,-34.5708788,-58.4331522,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,323.0,159.0,950000.0,USD,Semipiso - Las Cañitas
142369,cWR6QzOQtZtKKTRCUjsw/g==,2021-03-10,2021-03-11,2021-03-10,-34.6250834587,-58.401454818,Capital Federal,San Cristobal,,,,Venta,Departamento,3.0,2.0,49.0,49.0,105000.0,USD,"san cristobal 3 ambientes reciclados, lateral, APTO CREDITO, luminoso, bajas expensas"
225535,iyJRllP4LjVA/yvn9HpPfQ==,2021-05-30,2021-06-05,2021-05-30,-34.5961982,-58.4085567,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,3.0,107.0,96.0,328000.0,USD,Departamento - Recoleta
89730,quK7Fe2rOxHeWfYd1dEWgQ==,2021-05-14,2021-06-05,2021-05-14,-34.569491,-58.4869342,Capital Federal,Villa Urquiza,,,,Venta,Departamento,3.0,1.0,37.0,30.0,135000.0,USD,DEPARTAMENTO  AESTRENAR 1 1/2 AMBIENTES  OPCIONAL COCHERA Y AMENITIES !  VILLA URQUIZA CALIDAD Y CATEGORÍA!
376985,Gi/LqlLpBXSMH9vD5kWUcw==,2021-03-18,2021-03-19,2021-03-18,-34.6100458,-58.3613825,Capital Federal,Puerto Madero,,,,Venta,Departamento,4.0,3.0,194.0,194.0,5000.0,USD,Departamento - Puerto Madero
225031,bdA8Zft390ZFxKAp4SaHyQ==,2021-09-14,2022-03-09,2021-09-14,-34.6280366,-58.517201,Capital Federal,Monte Castro,,,,Venta,Departamento,3.0,2.0,100.0,75.0,165000.0,USD,Excelente tríplex de 3 amb. con terraza y cochera. SIN EXPENSAS
374035,0eyBQAnH9vuKjTr1k9zeRw==,2021-05-31,2021-06-05,2021-05-31,-34.6087030711,-58.3860180476,Capital Federal,Monserrat,,,,Venta,Departamento,1.0,1.0,,26.0,41000.0,USD,Departamento - Microcentro
321984,AavjdyR84p7BRjxE+PX49w==,2021-06-15,2021-06-16,2021-06-15,-34.5987976,-58.4608319,Capital Federal,Paternal,,,,Venta,PH,4.0,3.0,143.0,114.0,179500.0,USD,Ph 4 ambientes entrada independiente con terraza !
352976,mYpOmWZpi3UFtGQWQCTZHw==,2021-06-25,2021-07-17,2021-06-25,-34.612129,-58.3860236,Capital Federal,Monserrat,,,,Venta,Departamento,1.0,,86.0,40.0,75000.0,USD,Monoambiente en Venta Excelente estado con Pileta
282820,HgxEgbQM5/rQdTVZ8QZJyw==,2021-09-16,2021-09-19,2021-09-16,-34.6134943,-58.4375412,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,63.0,48.0,112000.0,USD,Departamento 3 ambientes - 1 Piso - C/Patio
343500,SdtffBfrYXL1qVm2EhfY9A==,2021-08-11,2021-09-15,2021-08-11,-34.5736652,-58.4325893,Capital Federal,Palermo,,,,Venta,Departamento,1.0,,45.0,42.0,139900.0,USD,Departamento - Las Cañitas
306799,g7PEZ2MTSli78ajwVLHNcQ==,2021-03-04,2021-09-22,2021-03-04,-34.5997401,-58.4352832,Capital Federal,Villa Crespo,,,,Venta,Departamento,2.0,1.0,46.0,43.0,114000.0,USD,Oportunidad - 2 Ambientes - Emprendimiento en Villa Crespo
152054,EijnfrmF/XBtJV7vByKmyw==,2021-08-05,2021-09-17,2021-08-05,-34.5653090627,-58.4480434349,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,60.0,58.0,275000.0,USD,RETASADO U$S 275.000 - VER VIDEO - 3 amb - Cochera - Belgrano - Loreto Plaza - Virrey Loreto 1900
302897,40t28Xi8aRBBCeEK4ojkhg==,2021-08-26,2022-01-27,2021-08-26,-34.5525943,-58.4429397,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,47.0,41.0,170000.0,USD,Dos ambientes en torre con amenities en el bajo de Belgrano
178829,so0Q1dVHWxTYGu/TuEiOgg==,2021-09-27,2021-12-15,2021-09-27,-34.6128092,-58.404212,Capital Federal,Balvanera,,,,Venta,Departamento,2.0,1.0,34.0,34.0,57000.0,USD,Departamento - Balvanera
295763,EQVIJFZftQvTbFjSEIISfg==,2021-07-23,2022-02-18,2021-07-23,-34.6208162,-58.4447257,Capital Federal,Caballito,,,,Venta,Departamento,4.0,3.0,153.0,153.0,345000.0,USD,"F. García Lorca e/ Rivadavia y Yerbal - 4 amb reciclados c/escritorio, patio cub. y jardin"
259721,onCALRiDJDlA1Ar/7DE+vQ==,2021-11-05,2022-01-27,2021-11-05,-34.5589111,-58.4510895,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,137.0,120.0,420000.0,USD,Duplex 3 dormitorios terraza parrilla vista abierta sol alto y luminoso
381539,Q9h1l1RuossorP9qLp2JcA==,2021-07-08,2022-02-09,2021-07-08,-34.54544,-58.478374,Capital Federal,Saavedra,,,,Venta,Departamento,1.0,1.0,38.0,32.0,89000.0,USD,VENTA - MONOAMBIENTE - SAAVEDRA
351465,iFwY/YMtSiA4s8Nw1oaKjA==,2021-06-25,2021-07-12,2021-06-25,-34.6303254,-58.384303,Capital Federal,Constitución,,,,Venta,PH,2.0,1.0,52.0,52.0,50000.0,USD,Venta PH 2 ambientes Constitución
334851,pcFtZHDVbsnJUVmp1NNk3g==,2021-12-28,2022-01-18,2021-12-28,-34.6345931,-58.3917952,Capital Federal,Parque Patricios,,,,Venta,Departamento,3.0,2.0,84.0,72.0,92000.0,USD,Departamento - Parque Patricios
115413,2cS97Gd7TV/2JE36ehnKEg==,2021-12-07,2022-01-27,2021-12-07,-34.5965895,-58.442685,Capital Federal,Villa Crespo,,,,Venta,Departamento,5.0,4.0,120.0,120.0,249900.0,USD,DEPARTAMENTO 5 AMBIENTES - VILLA CRESPO
164288,iJLc27hxylANp8KQpBSvLg==,2021-06-07,2021-08-03,2021-06-07,-34.6161349,-58.4307746,Capital Federal,Caballito,,,,Venta,Departamento,5.0,3.0,131.0,125.0,325000.0,USD,"VTA. DPTO. 5 ambientes, CABALLITO,  balcon, dormitorio suite"
158151,pw+LeihPtwSTObafKai92Q==,2021-05-26,2021-08-20,2021-05-26,-34.6069098524,-58.3907110043,Capital Federal,San Nicolás,,,,Venta,Departamento,3.0,2.0,53.0,51.0,145000.0,USD,Venta Departamento 3 Ambientes en Congreso
253041,uotO8k5W4sspuZCYuAhpFQ==,2021-06-18,2022-02-09,2021-06-18,-34.6344437889,-58.4326314926,Capital Federal,Parque Chacabuco,,,,Venta,Departamento,2.0,1.0,45.0,41.0,110000.0,USD,Venta Depto 2 Ambientes Parque Chacabuco.
39859,qzDVbldb3OMt6k/s7PxTBg==,2021-07-30,9999-12-31,2021-07-30,-34.6191653,-58.3604664,Capital Federal,Puerto Madero,,,,Venta,Departamento,1.0,1.0,51.0,44.0,245000.0,USD,Studio en Venta - Harbour Residences
442339,MoJUQMYAgIBj04Xxo7SLUA==,2021-05-07,2021-08-05,2021-05-07,-34.552839,-58.4554398,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,71.0,66.0,220000.0,USD,Venta Depto 3 amb + Cochera + Amenities Belgrano
377001,m0TTxHYuE7SGrhZCYaPo5g==,2021-03-18,2021-03-19,2021-03-18,-34.6218176,-58.3946176,Capital Federal,San Cristobal,,,,Venta,Departamento,4.0,3.0,74.0,70.0,167000.0,USD,"¡OPORTUNIDAD! Depto en torre con cochera cubierta, 4 ambientes moderno, todos los amenities"
143367,RdXmFyqu8GA/ui80ZkQE+Q==,2021-06-08,2021-10-30,2021-06-08,-34.5664783,-58.4341001,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,227.0,185.0,1180000.0,USD,Impresionante Torre La Imprenta! 3 suites   dep. 2 coch. Escucha ofertas!
386657,cdOW+b4hEibkMFaAWhHL1g==,2021-03-30,2021-04-15,2021-03-30,-34.6123562,-58.4421095,Capital Federal,Caballito,,,,Venta,Departamento,2.0,1.0,54.0,51.0,110000.0,USD,Departamento - Caballito
449015,swp3clzhsIWoFXeOs0ODVQ==,2021-12-16,2022-02-09,2021-12-16,-34.6321477,-58.4660239,Capital Federal,Flores,,,,Venta,Departamento,3.0,2.0,75.0,65.0,99000.0,USD,VENTA DEPARTAMENTO 3 AMBIENTES C/ BALCON - FLORES 
397778,y/Jw0j8wfqzXRmJciIb3+Q==,2021-02-13,2021-03-01,2021-02-13,-34.58639,-58.41332,Capital Federal,Palermo,,,,Venta,Departamento,1.0,,30.0,30.0,85000.0,USD,Venta Monoambiente Alto Palermo. NUEVO PRECIO!
312409,IsN1pWxnGJTgOfC1m77/Tw==,2021-06-26,2021-07-02,2021-06-26,-34.6344859,-58.477004,Capital Federal,Floresta,,,,Venta,Departamento,3.0,2.0,70.0,61.0,126000.0,USD,Dpto. 3 amb. en FLORESTA en VENTA + cochera OPC.
230993,EycB6yd7+C+IquOvkN5qog==,2021-07-27,2021-08-03,2021-07-27,-34.5922748,-58.4501103,Capital Federal,Chacarita,,,,Venta,Departamento,3.0,2.0,83.0,78.0,255000.0,USD,Parque Los Andes 3 ambientes  todo sol
157945,x4nZeMH9Zx0kmet9Z2GGug==,2021-05-26,2021-05-27,2021-05-26,-34.609826,-58.3763688,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,43.0,,135000.0,USD,Departamento - Belgrano Chico
246763,81iSW/+CFtRpGX9Z1IVQsA==,2021-10-08,2021-12-04,2021-10-08,-34.6207778,-58.5025735,Capital Federal,Floresta,,,,Venta,Departamento,2.0,1.0,54.0,45.0,100000.0,USD,Divino Dos Ambientes en Monte Castro con Amplio Balcón!
105417,5i+N5/IhC9/M7BIdEyceEg==,2021-09-10,2021-09-19,2021-09-10,-34.6171752,-58.393062,Capital Federal,Balvanera,,,,Venta,Departamento,2.0,1.0,43.0,38.0,68000.0,USD,DEPARTAMENTO 2 AMBIENTES EN VENTA BALVANERA
393353,MK9kvGqtCD0mlbmkBjtzyw==,2021-02-13,2021-03-06,2021-02-13,-34.5468374,-58.4832177,Capital Federal,Saavedra,,,,Venta,PH,3.0,2.0,55.0,55.0,90000.0,USD,VENTA PH DE 3 AMBIENTES EN SAAVEDRA.
369211,HdHT6NJ81XMvDgKU8yFqCA==,2021-05-06,2021-08-03,2021-05-06,-34.6082224,-58.3781279,Capital Federal,San Nicolás,,,,Venta,Departamento,2.0,1.0,43.0,43.0,70500.0,USD,Venta Departamento 2 ambientes en Microcentro 
404666,icfwjqoZ4aBpnJEITSlQ2g==,2021-08-13,2021-08-13,2021-08-13,-34.633402,-58.371434,Capital Federal,Barracas,,,,Venta,Departamento,2.0,1.0,49.0,39.0,118990.0,USD,VENTA DPTO 2 AMB BARRACAS A ESTRENAR OPORTUNIDAD
239857,h1/FjOi1zxsSKSq5eOS38Q==,2021-05-21,2021-06-05,2021-05-21,-34.5488304912,-58.4715384819,Capital Federal,Nuñez,,,,Venta,Departamento,5.0,3.0,127.0,122.0,465000.0,USD,Departamento  en Nuñez
175229,WroB06S4i+PHaTj+EgOoUw==,2021-08-31,2022-01-27,2021-08-31,-34.5695503,-58.4392393,Capital Federal,Belgrano,,,,Venta,Casa,6.0,5.0,350.0,350.0,1180000.0,USD,HERMOSA  CASA RECICLADA - PLAY/5 DOR /ESCRIT- TERR- PATIO - PARRILLA.
401560,Z8kJdS5xBM71q1igXwHQEQ==,2021-06-17,9999-12-31,2021-06-17,,,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,145.0,137.0,425000.0,USD,"Departamento 4 ambientes con dependencia, cochera y baulera - Belgrano"
388702,e10Pg9+CJPUO2Duz1/uKlg==,2021-10-12,9999-12-31,2021-10-12,-34.606655711,-58.4452723198,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,95.0,85.0,214990.0,USD,"Venta, 3 ambientes, 2 Baños, Vestidor Suite, Parrilla, Balcón, Caballito Norte, Villa Crespo."
75055,VXltSQ3p6B9lVTRfIYs3GA==,2021-04-08,2021-08-11,2021-04-08,-34.6317418373,-58.4660897473,Capital Federal,Flores,,,,Venta,Departamento,2.0,1.0,34.0,34.0,59900.0,USD,DEPARTAMENTO EN VENTA FLORES 2 AMB. BAJAS EXPENSAS
126029,aMVaL7txUwhzYdJ2Ene7kg==,2021-10-05,2021-10-24,2021-10-05,-34.5870715,-58.4268846,Capital Federal,Palermo,Palermo Soho,,,Venta,Departamento,1.0,1.0,31.0,29.0,66600.0,USD,Departamento - Palermo Soho
142301,o1Ei9zVCgdu1ELDVlQEavA==,2021-03-10,2021-06-05,2021-03-10,-34.5947442,-58.4008311,Capital Federal,Barrio Norte,,,,Venta,Departamento,4.0,3.0,138.0,138.0,330000.0,USD,SEMIP C/DEP AV. SANTA FE AL 2300 - COCHERA BAULERA APTO PROF - Barrio Norte
319549,/6SwM2fgys7VfaRK+kcipQ==,2021-01-30,9999-12-31,2021-01-30,-34.567984,-58.4337562,Capital Federal,Palermo,,,,Venta,Departamento,2.0,2.0,71.0,63.0,295000.0,USD,DUPLEX A ESTRENAR- EDIFICIO KANDINSKY
95101,pWUvk7SHcSmwnKIrwUHNJg==,2021-09-24,2021-09-26,2021-09-24,-34.6237956,-58.5048837,Capital Federal,Monte Castro,,,,Venta,Departamento,1.0,,28.0,28.0,89000.0,USD,VENTA MONOAMBIENTE DIVISIBLE MONTECASTRO+COCHERA
45556,1NkO/rOmv1VM06gkA+EvBg==,2021-05-02,2021-06-05,2021-05-02,-31.4609319,-64.3517688,Capital Federal,,,,,Venta,Casa,5.0,3.0,600.0,225.0,190000.0,USD,CASA EN BARRIO PRIVADO CAÑITAS 3 dormitorios
233668,CHvz5l4ZGoEk62hpbfLM9g==,2021-03-20,2021-04-16,2021-03-20,-34.605996,-58.383901,Capital Federal,San Nicolás,,,,Venta,Departamento,1.0,1.0,24.0,23.0,43000.0,USD,VENTA MONOAMBIENTE CABA SAN NICOLÁS APTO PROFESION
48643,8PRe7bP3CUXrrXysCU6Zwg==,2021-08-15,2021-11-27,2021-08-15,-34.5796242,-58.4854247,Capital Federal,Villa Urquiza,,,,Venta,Departamento,2.0,1.0,41.0,38.0,88000.0,USD,Hermoso 2 ambientes con balcón muy luminoso - Villa Urquiza
115222,JvnKRuta9VagWQUS1ru3Lw==,2021-12-07,2022-01-27,2021-12-07,-34.6237633,-58.4293928,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,63.0,60.0,94000.0,USD,Oportunidad! 3 ambientes en excelente zona de Caballito!
224370,nX61T/DB+6vq891ZGs1lSg==,2021-09-14,2022-02-09,2021-09-14,-34.6299327468,-58.4521901608,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,68.0,65.0,148500.0,USD,VENTA DPTO CABALLITO 3AMB 70M2 BALCON COCHERA BAUL
100981,4bdaYOiLKQAPDtmwOAA7Qw==,2021-04-07,2021-06-29,2021-04-07,-34.6029433746,-58.391881463,Capital Federal,Balvanera,,,,Venta,Departamento,2.0,1.0,35.0,35.0,70000.0,USD,Venta 2 Ambientes Tribunales 
167901,CAW4z5CFEHvC13X27UDZew==,2021-04-30,2021-06-05,2021-04-30,-34.5901921,-58.3877905,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,3.0,162.0,162.0,355000.0,USD,Departamento - Recoleta
2265,f5Y5e0DfpydEiQuVUmm7QQ==,2021-12-17,2022-02-09,2021-12-17,-34.6260914,-58.4559437,Capital Federal,Flores,,,,Venta,Departamento,2.0,1.0,46.0,46.0,59000.0,USD,VENTA DPTO 2 AMB LUMINOSO - CABALLITO
310541,0k2Eax+Bho4awhrqPbbPWA==,2021-09-01,2022-01-27,2021-09-01,-34.6163311,-58.4350723,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,77.0,75.0,184000.0,USD,Departamento 3 AMB Y ESCRITORIO COCHERA BAULERA 2 BAÑOS - Caballito
136079,TIluwc5ECXD18Psu33plag==,2021-10-06,2021-10-07,2021-10-06,-34.5645820053,-58.4391431125,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,35.0,35.0,79000.0,USD,"VENTA DEPTO 2 AMBIENTES, BELGRANO."
426196,sYVeye5m/RO9yvUdKaubUQ==,2021-12-16,2022-02-09,2021-12-16,-34.587719,-58.41486,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,52.0,52.0,139500.0,USD,VENTA DEPARTAMENTO 3 AMB -ALTO PALERMO-LUMINOSO
20927,PaHUPqrLtE++jUcdWDb3og==,2021-03-15,2021-06-05,2021-03-15,-34.5981004,-58.3934228,Capital Federal,Recoleta,,,,Venta,Departamento,1.0,,31.0,31.0,230000.0,USD,Departamento - Recoleta
25724,N7phiJfejr5IUp02q+eZxQ==,2021-06-24,2021-10-03,2021-06-24,-34.5427506397,-58.4632636465,Capital Federal,Nuñez,,,,Venta,Departamento,3.0,2.0,67.0,60.0,189000.0,USD,DPTO. EN TORRE BRUNETTA · 3 AMBIENTES · 11 DE SEPTIEMBRE 3900 · NUÑEZ
412826,6t2WZtJir0NF07kcVCXbkA==,2021-09-18,2021-12-02,2021-09-18,-34.5881023,-58.4979957,Capital Federal,Villa Pueyrredón,,,,Venta,PH,3.0,2.0,153.0,90.0,187000.0,USD,"OPORTUNIDAD PH 3 Amb con patio, terraza y cochera- Villa Pueyrredon"
324391,NRBY4u+PTjAXFQ3wIzQmBw==,2021-03-03,2021-03-10,2021-03-03,-34.6014556,-58.3986364,Capital Federal,Balvanera,,,,Venta,Departamento,3.0,2.0,71.0,71.0,133000.0,USD,VENTA DEPARTAMENTO 3 AMBIENTES CON DEPENDENCIA
40601,Bt7x0DPgOY9rxqGYIAZfRA==,2021-07-19,2021-10-31,2021-07-19,-34.626611,-58.4716105,Capital Federal,Flores,,,,Venta,Departamento,2.0,1.0,31.0,31.0,56000.0,USD,DEPARTAMENTO FLORES VENTA  2 AMB
365333,5vfwU4g9M47lEs/E5xUjdQ==,2021-04-10,2021-05-28,2021-04-10,-34.5777544544,-58.4090352413,Capital Federal,Palermo,Palermo Chico,,,Venta,Departamento,7.0,4.0,,325.0,1300000.0,USD,Departamento - Palermo Chico
69884,daDWTVLUjR5K1q0yr8zPcQ==,2021-09-23,2021-09-26,2021-09-23,-34.6305381,-58.378409,Capital Federal,Barracas,,,,Venta,Departamento,1.0,,29.0,26.0,47250.0,USD,MONOAMBIENTE EN VENTA PREMIUM en BARRACAS
79935,nNbhGvnHVRnkLMuwY8ZEsg==,2021-08-17,2022-09-15,2021-08-17,-34.6438662,-58.4876616,Capital Federal,Floresta,,,,Venta,Casa,5.0,3.0,270.0,222.0,450000.0,USD,Casa - Floresta
398721,9Gicg1WHvxxobb+mfWgj7w==,2021-02-13,2021-06-20,2021-02-13,-34.613408,-58.4012806,Capital Federal,Balvanera,,,,Venta,Departamento,3.0,2.0,55.0,51.0,89900.0,USD,VENTA DEPARTAMENTO 3 AMBIENTES BALVANERA
198830,1xWMHV1MzpLTjM8ZVEQd/A==,2021-02-14,2021-03-01,2021-02-14,-34.5822077,-58.4209956,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,65.0,65.0,151000.0,USD,DPTO 3 AMB 65M2 / MB UBICACIÓN / OPORTUNIDAD
381228,DRDM/KzIUg6REtl15MzhNg==,2021-07-08,2021-10-06,2021-07-08,-34.6043508,-58.4260677,Capital Federal,Almagro,,,,Venta,Departamento,2.0,1.0,56.0,38.0,82000.0,USD,"Dpto 2 amb en Almagro, amplio balcón y vista area"
28882,jLPcU0su8T3n2aTbqiQfLA==,2021-08-14,2021-08-14,2021-08-14,-34.5996344,-58.3937864,Capital Federal,Recoleta,,,,Venta,Departamento,3.0,2.0,91.0,64.0,145000.0,USD,DEPARTAMENTO 3 AMB. C/PATIO CORDOBA 1855 RECOLETA
414015,bK8tlC83NdVko/HXVldgjA==,2021-10-26,2021-12-11,2021-10-26,-34.6115662,-58.4207707,Capital Federal,Villa Crespo,,,,Venta,Departamento,2.0,1.0,45.0,45.0,95000.0,USD,Av Rivadavia al 3900 y Medrano 45 m2 2 Ambientes
17076,oRuKMOlzKFIuHXqqjnwUfw==,2021-06-10,2021-08-13,2021-06-10,-34.6240264,-58.4496058,Capital Federal,Caballito,,,,Venta,Departamento,4.0,3.0,82.0,71.0,180000.0,USD,Venta -Departamento - Caballito - 4 Ambientes - Dependencia - Permuta - Oportunidad - Luminoso
246706,6s7XSWGLMvLwSC/THNWOEg==,2021-10-08,2022-02-09,2021-10-08,-34.5586434,-58.4457828,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,55.0,44.0,195000.0,USD,Departamento 2 ambientes en Belgrano  luminoso
86937,+WXPZ9L+uGjakjqwjy3VpA==,2021-03-26,2021-07-28,2021-03-26,-34.6366985,-58.4270781,Capital Federal,Parque Chacabuco,,,,Venta,Departamento,3.0,2.0,84.0,51.0,129900.0,USD,DEPTO 3 AMB C/PATIO 33M2-P.CHACABUCO
274254,HMBJeulB4D4qyqmrfgWURw==,2021-09-15,2021-11-16,2021-09-15,-34.62964,-58.460432,Capital Federal,Flores,,,,Venta,Departamento,3.0,2.0,80.0,,200000.0,USD,Hermoso 3 ambientes con balcón y Seguridad 24 hs en Flores!
207635,47MJLtVne0hQBHKKBRPd3A==,2021-02-15,2022-07-23,2021-02-15,-34.6033734,-58.5129073,Capital Federal,Villa Devoto,,,,Venta,Departamento,4.0,3.0,143.0,122.0,490000.0,USD,Departamento - Villa Devoto
264407,zU8tRqKEvQKYEDZ4bikOVw==,2021-02-26,2021-10-07,2021-02-26,-34.6168796,-58.4497625,Capital Federal,Caballito,,,,Venta,Departamento,1.0,1.0,44.0,34.0,85000.0,USD,Semipiso divisible con balcón terraza y parrilla propia
312580,PRKDc2xY0DRLZjuFG8GPcA==,2021-06-26,2022-02-09,2021-06-26,-34.57961,-58.4901752,Capital Federal,Villa Urquiza,,,,Venta,Departamento,4.0,3.0,117.0,105.0,319000.0,USD,Venta 4 Ambientes Cochera Villa Urquiza
366123,AapY3cDK5h19Fjk4arqfVw==,2021-04-10,2021-06-05,2021-04-10,-34.5644774,-58.4562135,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,47.0,36.0,31620.0,USD,Departamento - Belgrano
400097,b+PsvIkUF99og6e9zDM1ew==,2021-02-13,2021-03-25,2021-02-13,-34.6401812,-58.4242727,Capital Federal,Parque Chacabuco,,,,Venta,Departamento,3.0,2.0,44.0,37.0,69000.0,USD,Departamento - Parque Chacabuco
65484,uzBICmsl83h1Vemexa/Gyg==,2021-05-15,2022-02-09,2021-05-15,-34.5686695425,-58.4527909756,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,54.0,47.0,160000.0,USD,"Belgrano - 2amb. 2 balc. Baño y Toilet, a estrenar"
41983,Jay4ONlEzyNQJ2IKmpSFIA==,2021-01-12,2021-06-05,2021-01-12,-34.5644288,-58.4897906,Capital Federal,Villa Urquiza,,,,Venta,Departamento,2.0,1.0,56.0,50.0,138000.0,USD,Amplio departamento de 2 ambientes al contrafrente con 2 balcones
453093,elF/dshG5GqkP8dgRpMS5A==,2021-12-16,2022-02-09,2021-12-16,-34.6170397,-58.372877,Capital Federal,San Telmo,,,,Venta,Departamento,3.0,2.0,63.0,63.0,89999.0,USD,DEPARTAMENTO 3 AMB en VENTA SAN TELMO OPORTUNIDAD
342514,bPf+nu2dtaphU73VC/wNdA==,2021-08-11,2021-08-13,2021-08-11,-34.6249889,-58.4400452,Capital Federal,Caballito,,,,Venta,PH,2.0,1.0,53.0,53.0,109500.0,USD,"PH a Nuevo Sin Expensas 2 ambientes con Office, Patio y Parrilla. Caballito"
257192,wMPJGVdebhdg9Ur3CNnqeA==,2021-11-03,2022-02-02,2021-11-03,-34.5959149,-58.4030922,Capital Federal,Recoleta,,,,Venta,Departamento,5.0,3.0,155.0,155.0,320000.0,USD,1 - Pueyrredon Av. 1200
252518,0fbE8+rZ8r0qEOOq9hElww==,2021-06-18,2021-06-19,2021-06-18,-34.5447596104,-58.462511301,Capital Federal,Nuñez,,,,Venta,Departamento,3.0,2.0,58.0,51.0,195000.0,USD,VENTA  DEPTO 3 AMB BAÑO SUITE Y TOIL BALCON NUÑEZ
15120,F7pVFhjLp+/843l7rZZabQ==,2021-04-22,2021-05-14,2021-04-22,-34.6278409,-58.3763803,Capital Federal,Barracas,,,,Venta,Departamento,1.0,,26.0,26.0,65000.0,USD,Oficina - Barracas
218999,wTXqmufh9Yx6X7/iu6jBhA==,2021-03-07,2021-03-20,2021-03-07,-34.5782167,-58.4128988,Capital Federal,Palermo,,,,Venta,Departamento,4.0,3.0,93.0,90.0,295000.0,USD,PALERMO 4 AMBIENTES ALQUILER VENTA
160014,c/QkqhWrfOONTwwNlxOdDw==,2021-07-14,2022-07-23,2021-07-14,-34.6067229,-58.3936972,Capital Federal,Congreso,,,,Venta,Departamento,1.0,,38.0,35.0,62000.0,USD,Departamento - Congreso
196286,J4wNA7Tx1wyu3+smOokmwQ==,2021-07-26,2022-07-16,2021-07-26,,,Capital Federal,Palermo,,,,Venta,Departamento,5.0,4.0,284.0,284.0,1350000.0,USD,PISO CON VISTA PANORÁMICA - 4 DORMITORIOS - 2 COCHERAS - TERRAZA - CALIDAD DE MATERIALES - LAS CAÑITAS
133821,eib2brtqiniBuUlo/khDFw==,2021-02-18,2021-03-01,2021-02-18,-34.5857132,-58.5117763,Capital Federal,Villa Devoto,,,,Venta,Departamento,2.0,1.0,73.0,41.0,135000.0,USD,"Vta Dpto 2 amb escr Terraza, Amenities. Devoto"
